Unnamed: 0,nom,desc,accroche,visuel,producteur,contenance,deg_alcool,pays,region,appellation,millesime,accords,gout,caractere,couleur,temp_serv,type_produit,bio,prix,reco1,reco2,reco3,reco4,local_visuel
1149,Pinot Noir Collection Familiale 2024 - Henri Ehrhart,"Cépage noble par excellence, le Pinot Noir travaillé par la Maison Ehrhart exige de la rigueur et une production maîtrisée. Il produit, sous le climat alsacien, un vin gouleyant et fruité, à la robe rubis étincelante, pour répondre à la demande dun vin rouge souple aux tanins fondus et soyeux. Ce Pinot Noir de la Réserve Particulière d'Ehrhart ne redoutera pas les pièces de bœufs ou les plats en sauce !",Une bombe de fraîcheur et d'arômes fruités à un prix plus qu'abordable ! Parfait pour recevoir vos convives à l'improviste !,100398-fine_default/pinot-noir-collection-familiale-2024-henri-ehrhart.png,Henri Ehrhart,0.75,12.5,France,Alsace,Alsace Pinot Noir,2024,"['Entrée', 'Charcuterie', 'Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Fromage']","Souplesse, fraîcheur, gouleyant.",Rouge Léger et fruité,Rouge,15-18°C,Vin,,10.9,Pinot Noir Collection Familiale 2024 - Henri Ehrhart,Syrah 2024 - Laurent Combier,Arcane le Fou - Xavier Vignon,Rouge 2024 - Umanu,images/01150.png
1150,Pinot Noir Collection Familiale 2024 - Henri Ehrhart,"Cépage noble par excellence, le Pinot Noir travaillé par la Maison Ehrhart exige de la rigueur et une production maîtrisée. Il produit, sous le climat alsacien, un vin gouleyant et fruité, à la robe rubis étincelante, pour répondre à la demande dun vin rouge souple aux tanins fondus et soyeux. Ce Pinot Noir de la Réserve Particulière d'Ehrhart ne redoutera pas les pièces de bœufs ou les plats en sauce !",Une bombe de fraîcheur et d'arômes fruités à un prix plus qu'abordable ! Parfait pour recevoir vos convives à l'improviste !,100398-fine_default/pinot-noir-collection-familiale-2024-henri-ehrhart.png,Henri Ehrhart,0.75,12.5,France,Alsace,Alsace Pinot Noir,2024,"['Entrée', 'Charcuterie', 'Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Fromage']","Souplesse, fraîcheur, gouleyant.",Rouge Léger et fruité,Rouge,15-18°C,Vin,,10.9,Pinot Noir Collection Familiale 2024 - Henri Ehrhart,Syrah 2024 - Laurent Combier,Arcane le Fou - Xavier Vignon,Rouge 2024 - Umanu,images/01151.png
1150,Pinot Noir Collection Familiale 2024 - Henri Ehrhart,"Cépage noble par excellence, le Pinot Noir travaillé par la Maison Ehrhart exige de la rigueur et une production maîtrisée. Il produit, sous le climat alsacien, un vin gouleyant et fruité, à la robe rubis étincelante, pour répondre à la demande dun vin rouge souple aux tanins fondus et soyeux. Ce Pinot Noir de la Réserve Particulière d'Ehrhart ne redoutera pas les pièces de bœufs ou les plats en sauce !",Une bombe de fraîcheur et d'arômes fruités à un prix plus qu'abordable ! Parfait pour recevoir vos convives à l'improviste !,100398-fine_default/pinot-noir-collection-familiale-2024-henri-ehrhart.png,Henri Ehrhart,0.75,12.5,France,Alsace,Alsace Pinot Noir,2024,"['Entrée', 'Charcuterie', 'Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Fromage']","Souplesse, fraîcheur, gouleyant.",Rouge Léger et fruité,Rouge,15-18°C,Vin,,10.9,Pinot Noir Collection Familiale 2024 - Henri Ehrhart,Syrah 2024 - Laurent Combier,Arcane le Fou - Xavier Vignon,Rouge 2024 - Umanu,images/01152.png
1151,Château Capion 2018,"Domaine parmi les mieux notés de lappellation par Robert Parker, le Château Capion simpose par lexpressivité et la richesse de ses vins particulièrement taillés pour la garde. Avec ses notes épicées et ses tanins élégants, cette cuvée Château entre en effet tout juste dans sa période dapogée et devrait évoluer à merveille sur une dizaine dannée. Une pépite qui exprime impeccablement toute la richesse du terroir de cette magnifique appellation du Languedoc.",LE domaine à suivre en Terrasses du Larzac !,100562-fine_default/chateau-capion-2018.png,Château Capion,0.75,15.5,France,Languedoc-Roussillon,Terrasses du Larzac,2018,"['Charcuterie', 'Viande rouge', 'Gibier', 'Champignon', 'Fromage']",Bouche sur le fruit avec des notes d'épices et des tanins élégants.,Rouge Elégant et racé,Rouge,17-19°C,Vin,,35.9,Château Laffitte Carcasset 2018 - Cru Bourgeois,Grand Vin 2018 - Château de Nalys - E. Guigal,Duluc de Branaire-Ducru 2018 - Second Vin du Château Branaire-Ducru,Château Smith Haut Lafitte 2018 - Cru Classé de Graves,images/01153.png
1152,Muse - Domaine de Montine,"Un hommage dédié à celles qui ont la même fraîcheur que cette cuvée au bel éclat de fruits croquants. Gracieuse dans sa belle robe claire et saumonée, elle dévoile une rondeur sensuelle et laisse sur son passage une trainée darômes acidulés de bonbon arlequin. Laissez-vous surprendre par un instant simple de convivialité et de joie de vivre... La muse vous ravira sur toutes les salades gourmandes et barbecues festifs ! Rosé d'été Rosé piscine Rosé d'apéritif : Doux et séducteur, laissez-vous tenter par la muse Rosé !","La Muse les a inspiré, elle na pas fini de nous séduire. Un rosé fruité, aromatique à souhait, à partager sans complexe !",88271-fine_default/muse-domaine-de-montine.png,Domaine de Montine,0.75,13.5,France,Rhône,Méditerranée,,"['Apéritif', 'Entrée', 'Viande rouge', 'Viande blanche', 'Volaille', 'Barbecue', 'Fromage']",Bouche fraîche avec des notes de bonbon arlequin.,Rosé d'apéritif,Rosé,10-11°C,Vin,,8.0,G de Galoupet 2024 - Château Galoupet,Les Jolies Filles Classique 2024 - By Paul Aegerter,Bandol - Domaine Les Capélaniers 2024,Cabernet d'Anjou - Loire Originelle 2024 - Dumnacus Vignerons,images/01154.png
1153,Tempranillo 2023 - Vega Demara,"Vega Demarra Tempranillo est un vin fruité à l'excellent rapport qualité prix. De couleur cerise intense, il dévoile des arômes de fruits rouges frais mais aussi de réglisse avec un fond légèrement épicé et toasté. Toutes les saveurs de fruits mûrs se mêlent en grande harmonie avec les saveurs grillées, épicées et vanillées du bois. Il est idéal à l'apéritif ou sur des grillades pour passer un excellent moment de convivialité !",De gourmands fruits rouges et de la vitalité pour ce super rapport qualité prix !,97921-fine_default/tempranillo-2023-vega-demara.png,Vega Demara,0.75,13.0,Espagne,Castilla la Mancha,La Mancha,2023,"['Apéritif', 'Entrée', 'Charcuterie', 'Poisson', 'Viande rouge', 'Viande blanche', 'Volaille', 'Gibier', 'Champignon', 'Barbecue', 'Cuisine du monde', 'Fromage']","Bouche équilibrée, bien structurée, et juteuse.",Rouge Léger et fruité,Rouge,15-17°C,Vin,,5.9,Cairanne 2023 - Domaine Marcel Richaud,St Nicolas de Bourgueil - La Source 2023 - Domaine Yannick Amirault,Nero d'Avola 2023 - Itinera,Hautes Côtes de Beaune la Perrière 2023 - Domaine Bourgogne Devaux,images/01155.png
1154,G de Galoupet 2024 - Château Galoupet,"G de Galoupet 2024 est lexpression pure et moderne du savoir-faire du Château Galoupet. Élaboré à partir de raisins certifiés bio, ce rosé se distingue par un profil sec et une palette aromatique élégante, offrant un équilibre subtil entre finesse et caractère. Cet assemblage raffiné de Grenache, Cinsault, Rolle, Syrah et Tibouren dévoile une bouche soyeuse, équilibrée par une belle tension saline. Une vinification de précision et une approche durable font de ce rosé un modèle délégance et dengagement. Un incontournable pour les amateurs de rosés dexception !",Un rosé de Provence qui bouscule les codes et sublime son terroir !,99057-fine_default/g-de-galoupet-2024-chateau-galoupet.png,Château Galoupet,0.75,13.0,France,Provence-Alpes-Côte d'Azur,Côtes de Provence,2024,"['Apéritif', 'Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Volaille', 'Cuisine du monde', 'Dessert fruité']","Bouche de fruits jaunes (mirabelle), agrumes (Pomelo, clémentine), fruits exotiques (Ananas, maracuja), fruits rouges (framboise). Il révèle une structure soyeuse et une finale saline.",Rosé d'apéritif,Rosé,8-12°C,Vin,['Certifié Eurofeuille'],19.0,Les Jolies Filles Classique 2024 - By Paul Aegerter,Bandol - Domaine Les Capélaniers 2024,Cabernet d'Anjou - Loire Originelle 2024 - Dumnacus Vignerons,Clos Culombu Rosé 2024,images/01156.png
1155,Château Cantemerle 2019 - 5ème Cru Classé,"Cantemerle, magnifique propriété du sud du Médoc, produit depuis longtemps lun des vins de Bordeaux les plus délicats du classement de 1855. Depuis 2006, ces vins élégants et gouleyants ont de plus gagné en profondeur et en définition, au grand bonheur des amateurs avisés. Ce 2019 au bouquet expressif dévoile la richesse aromatique du vin : subtil mélange de cerise, olive, tabac et un boisé encore un peu présent. En bouche, des tanins de soie propulsent sur le palais une symphonie de parfums épicés, poivrés, fruités, tous nobles, et généreusement portés par une longue et douce mâche. La finale est vive, persistante, sans mollesse ni rudesse. Lensemble repose sur un équilibre bien construit entre la fraicheur, lélégance, la longueur en bouche, et une puissance parfaitement maitrisée. Un vin d'une grande concentration et d'une belle complexité, qui signent la qualité dun grand vin du Médoc !","""Une finale éclatante et fraîche. Très long et concentré. Donnez-lui le temps de se rassembler."" - James Suckling -",62062-fine_default/chateau-cantemerle-2019-5eme-cru-classe.png,Château Cantemerle,0.75,13.5,France,Bordeaux,Haut-Médoc,2019,"['Charcuterie', 'Viande rouge', 'Volaille', 'Gibier', 'Barbecue', 'Fromage']","Parfums épicés, poivrés, fruités, longue et douce mâche, fraicheur, élégance, puissance maitrisée. Finale vive et persistante",Rouge Elégant et racé,Rouge,16-18°C,Vin,,28.8,Château Pape Clément 2019 - Cru Classé de Graves,Château Lalande 2019,Le Chemin de Novi 2019 - Mas du Novi,Beaune 1er Cru - Les Avaux 2019 - Bouchard Père et Fils (Domaine),images/01157.png
1156,Riesling Grand Cru Winzenberg 2021 - Hubert Meyer,"Succombez aux charmes de ce Riesling Grand Cru du Domaine Hubert Meyer ! C'est un vin d'une grande concentration qui développe une superbe minéralité, typique du terroir ""Winzenberg"". Son nez typé, épicé et précis se mêle parfaitement à une bouche équilibrée, ample et racée d'une grande longueur ! Un Grand Cru qui accompagnera de nombreux mets allant des crustacés aux fruits de mer en passant par des viandes rôties, à un prix défiant toute concurrence !",Un vin de gastronomie par excellence qui vous séduira grâce à une palette aromatique digne des plus grands et un prix mini pour votre plus grand plaisir !,77595-fine_default/riesling-grand-cru-winzenberg-2021-hubert-meyer.png,Hubert Meyer & Fils,0.75,13.0,France,Alsace,Alsace Riesling Grand Cru,2021,"['Poisson', 'Coquillage & Crustacé', 'Viande blanche', 'Cuisine du monde', 'Fromage']","Equilibre, longueur, grande minéralité, finale fruitée.",Blanc Sec ample et racé,Blanc,12°C,Vin,,19.5,Hermitage - Chante Alouette 2021 - M. Chapoutier,Art de Vivre Blanc 2021 - Gérard Bertrand,Topography Chenin Blanc 2021 - David & Nadia,Riesling Zeltinger Sonnenuhr Spatlese GOC 2021 - Markus Molitor,images/01158.png
1157,Château La Lagune 2020 - 3ème Cru Classé,"Le Château La Lagune réalise un magnifique millésime 2020. D'une belle couleur pourpre, il présente des arômes de cassis, de fruits noirs et d'épices douces. La bouche est veloutée, concentrée et profonde, structurée par des tanins poudreux et une finale fraîche avec des notes de violette. Très prometteur, c'est un style racé qui perdurera dans les années à venir !","""J'ai adoré le Château La Lagune 2020, et même si le Haut-Médoc présente plus de défis dans le millésime, vous ne le sauriez pas en dégustant cette beauté. "" - Jeb DUNNUCK-",83786-fine_default/chateau-la-lagune-2020-3eme-cru-classe.png,Château la Lagune,0.75,14.0,France,Bordeaux,Haut-Médoc,2020,"['Viande rouge', 'Volaille', 'Gibier', 'Champignon', 'Fromage']","Ample, suave, tanins fermes, puissant, belle matière",,Rouge,16-18°C,Vin,"['Certifié Biodyvin', 'Certifié Eurofeuille']",47.5,Amarone Della Valpolicella 2020 - Vivaldi,Château Latour-Martillac 2020 - Cru Classé de Graves,Filius Cabernet Sauvignon 2020 - Vasse Felix,Château Lynch Bages 2020 - 5ème Cru Classé,images/01159.png
1158,Amarone Della Valpolicella 2020 - Vivaldi,"Juteux, plein et fruité, cette cuvée avance tous les arguments dun Amarone de grande plénitude. Soctroyant tous les codes des grands, ce vin à majorité de Corvina - le célèbre cépage autochtone de Vénétie - est une réussite que lon apprécie. Chair juteuse, expression fine, cest un bel exemple de lexpression de ces vins connus dans le monde entier. Une dégustation qui ne laissera pas indifférent !",Un premier pas dans l'univers majestueux de l'Amarone della Valpolicella !,84798-fine_default/amarone-della-valpolicella-2020-vivaldi.png,Vivaldi,0.75,15.5,Italie,Vénétie,Amarone Della Valpolicella,2020,"['Charcuterie', 'Viande rouge', 'Volaille', 'Gibier', 'Barbecue', 'Cuisine du monde', 'Fromage']",Une attaque puissante et fine à la fois avec une longueur exceptionnelle.,Rouge Puissant et généreux,Rouge,16-18°C,Vin,,25.9,Château La Lagune 2020 - 3ème Cru Classé,Château Latour-Martillac 2020 - Cru Classé de Graves,Filius Cabernet Sauvignon 2020 - Vasse Felix,Château Lynch Bages 2020 - 5ème Cru Classé,images/01160.png
1159,Picpoul de Pinet 2023 - Domaine Morin-Langaran,"En bordure de l'étang de Thau, les vignes du domaine s'épanouissent sous le soleil méditerranéen. A la dégustation, ce Picpoul est tonique et les arômes de pêche et d'agrumes apportent à la fois gourmandise et fraîcheur. La finale est vive avec une touche saline mais sans acidité trop marquée.","Une fraîcheur et un fruit qui explosent dans une bouche ronde qui persiste en bouche, un joli Picpoul de vigneron !",89199-fine_default/picpoul-de-pinet-2023-domaine-morin-langaran.png,Morin - Langaran,0.75,12.5,France,Languedoc-Roussillon,Picpoul de Pinet,2023,"['Apéritif', 'Poisson', 'Coquillage & Crustacé']","Une bouche fraîche, harmonieuse et franche.",Blanc Sec léger et nerveux,Blanc,6-8°C,Vin,,8.5,Menetou Salon Blanc 2023 - Domaine de L'Ermitage,Chassagne-Montrachet Blanc La Canière 2023 - Domaine Patrick Miolane,Champtoisé - Chenin Sur Granite 2023 - Domaine Sérol,Chinon Blanc - Sinople 2023 - Château de Coulaine,images/01161.png
1160,Les Lauves 2015 - Domaine la Suffrene,"Dans les collines ensoleillées de Bandol, là où la mer rencontre la terre, un vin naît de la rencontre entre tradition et caractère. Le Bandol Rouge Les Lauves est une cuvée qui incarne lélégance brute du terroir, un mariage subtil entre Mourvèdre et Vieux Carignan, offrant un vin profond et raffiné. Dès louverture de la bouteille, un parfum de tabac blond et de cuir vous transporte dans lintimité des vieux chais en pierre. À la dégustation, les tanins serrés et denses révèlent une texture soyeuse et une complexité aromatique saisissante, où se mêlent des arômes de fruits noirs et de subtiles touches épicées. La bouche est ample, d'une grande finesse, marquée par une longueur impressionnante, où la rétro-olfaction de cerises kirshées nous invite à revenir à chaque gorgée. Ce vin dexception est le compagnon idéal de mets raffinés : une entrecôte grillée au barbecue ou un magret de canard aux cerises kirshées feront magnifiquement ressortir ses arômes complexes. Que vous soyez un amateur de vin aguerri ou un épicurien en quête de nouveauté, le Bandol Rouge Les Lauves saura vous séduire par sa richesse et sa finesse. Un véritable hommage au terroir de Bandol, à déguster au fil des années.","L'élégance du terroir provençal dans chaque gorgée, le Bandol Rouge Les Lauves vous invite à savourer l'exception.",99365-fine_default/les-lauves-2015-domaine-la-suffrene.png,Domaine la Suffrene,0.75,15.5,France,Provence-Alpes-Côte d'Azur,Bandol,2015,"['Charcuterie', 'Viande rouge', 'Viande blanche', 'Gibier', 'Fromage', 'Dessert chocolaté']","Des tanins serrés et denses. En bouche, on retrouve la même palette aromatique que celle du nez. Belle longueur avec une rétro de cerises kirshées. Vin élégant, tout en finesse.",Rouge Puissant et généreux,Rouge,16-18°C,Vin,,33.5,L'Émotion de Mauvesin Barton 2015,Château la Lagune 2015 - 3ème Cru Classé,Arcane le Fou - Xavier Vignon,Arcane L'Étoile - Xavier Vignon,images/01162.png
1161,Shiraz 2021 - Shaw + Smith,"Élégant, soyeux, svelte et sobre, le Shiraz 2021 de Shaw Smith présente des détails frais et minéraux recouverts de fruits bleu vif et d'épices exotiques. Les tanins sont très fins et servent à façonner le fruit plutôt qu'à l'envahir. Il est parfumé, souple et sans couture. Il présente des notes de framboise, de mûre, de réglisse, de betterave rouge, de canneberge et de groseille ainsi que de poivre blanc, de clou de girofle et d'anis étoilé. Voici une cuvée en dentelle à découvrir, parfumée et galbée.",""" Il présente de loin la meilleure concentration et complexité de tous les millésimes dégustés ici aujourd'hui. ... Joli vin ! "" R. Parker",85104-fine_default/shiraz-2021-shaw-smith.png,Shaw + Smith,0.75,13.5,Australie,Adelaide Hills,,2021,"['Charcuterie', 'Viande rouge', 'Volaille', 'Gibier', 'Champignon', 'Barbecue', 'Cuisine du monde', 'Fromage', 'Dessert chocolaté']","Bouche fruits noirs mûrs, notes de cassis, touche de réglisse.",Rouge Puissant et généreux,Rouge,16-18°C,Vin,,34.9,Pinot Noir 2021 - Bouscassé,Santenay - Clos des Gatsulards 2021 - Louis Jadot - Famille Gagey,Les Gravels 2021 - Domaine Rotier,Les Millemandises 2021 - Famille Bruno Lafon,images/01163.png
